2024-08-27 17:16:18 UTC | PROCESS | INFO | (pkg/util/log/log.go:831 in func1) | running on platform: ubuntu
2024-08-27 17:16:38 UTC | PROCESS | DEBUG | (pkg/util/clusteragent/clusteragent.go:114 in GetClusterAgentClient) | Cluster Agent init error: temporary failure in clusterAgentClient, will retry later: "https://10.96.66.205:5005/version" is unavailable: 403 Forbidden
2024-08-27 17:16:38 UTC | PROCESS | ERROR | (comp/core/workloadmeta/collectors/internal/kubemetadata/kubemetadata.go:88 in Start) | Could not initialise the communication with the cluster agent: temporary failure in clusterAgentClient, will retry later: "https://10.96.66.205:5005/version" is unavailable: 403 Forbidden
2024-08-27 17:16:38 UTC | PROCESS | DEBUG | (comp/core/workloadmeta/store.go:563 in startCandidates) | workloadmeta collector "kube_metadata" could not start, but will retry. error: temporary failure in clusterAgentClient, will retry later: "https://10.96.66.205:5005/version" is unavailable: 403 Forbidden
2024-08-27 17:16:40 UTC | PROCESS | DEBUG | (pkg/util/kubernetes/kubelet/podwatcher.go:146 in computeChanges) | Found 0 changed pods out of 9
2024-08-27 17:16:44 UTC | PROCESS | DEBUG | (comp/core/workloadmeta/collectors/internal/containerd/container_builder.go:91 in buildWorkloadMetaContainer) | cannot get IP of container no running task found: task a625053bc238326472b37efa5e343b0b0743dbd5358340a904cde9ab4e83c2ea not found: not found
2024-08-27 17:16:44 UTC | PROCESS | DEBUG | (comp/core/workloadmeta/collectors/internal/containerd/container_builder.go:91 in buildWorkloadMetaContainer) | cannot get IP of container no running task found: task a625053bc238326472b37efa5e343b0b0743dbd5358340a904cde9ab4e83c2ea not found: not found
2024-08-27 17:16:45 UTC | PROCESS | DEBUG | (pkg/process/util/containers/containers.go:175 in GetContainers) | PIDs for: &{EntityID:{Kind:container ID:f41e407bd3295bf2ae57090757caa9c4c4282c126363c4d7749477613d4ffa50} EntityMeta:{Name:process-agent Namespace:k8s.io Annotations:map[] Labels:map[baseimage.name:ubuntu:24.04 baseimage.os:ubuntu noble io.cri-containerd.kind:container io.kubernetes.container.name:process-agent io.kubernetes.pod.name:kind-datadog-648gw io.kubernetes.pod.namespace:default io.kubernetes.pod.uid:d2128bd6-4ea5-4272-9b4f-d0275e6a6bcf maintainer:Datadog <package@datadoghq.com> org.opencontainers.image.authors:Datadog <package@datadoghq.com> org.opencontainers.image.base.name:ubuntu:24.04 org.opencontainers.image.created:2024-07-25 18:45:30+00:00 org.opencontainers.image.ref.name:ubuntu org.opencontainers.image.revision:"***********************************36856" org.opencontainers.image.source:https://github.com/DataDog/datadog-agent org.opencontainers.image.title:Datadog Agent org.opencontainers.image.vendor:Datadog, Inc. org.opencontainers.image.version:7.55.2]} ECSContainer:<nil> EnvVars:map[DOCKER_DD_AGENT:true] Hostname: Image:********@sha256:569ff5d3908115e467230089d6dd3e3b4e6c9f2570abcd1fabab8bbe88864e03 RawName:gcr.io/datadoghq/agent:7.55.2-jmx Name:gcr.io/datadoghq/agent Registry:gcr.io ShortName:agent Tag:7.55.2-jmx RepoDigest:sha256:569ff5d3908115e467230089d6dd3e3b4e6c9f2570abcd1fabab8bbe88864e03} NetworkIPs:map[:10.244.2.67] PID:0 Ports:[] Runtime:containerd RuntimeFlavor: State:{Running:true Status:running Health: CreatedAt:2024-08-27 17:16:18.283648673 +0000 UTC StartedAt:2024-08-27 17:16:18.283648673 +0000 UTC FinishedAt:0001-01-01 00:00:00 +0000 UTC ExitCode:<nil>} CollectorTags:[] Owner:0x4000345e60 SecurityContext:<nil> Resources:{CPURequest:<nil> CPULimit:<nil> MemoryRequest:<nil> MemoryLimit:<nil>} CgroupPath:kubelet-kubepods-besteffort-podd2128bd6_4ea5_4272_9b4f_d0275e6a6bcf.slice/cri-containerd-f41e407bd3295bf2ae57090757caa9c4c4282c126363c4d7749477613d4ffa50.scope} not available, err: <nil>
2024-08-27 17:16:45 UTC | PROCESS | DEBUG | (pkg/process/util/containers/containers.go:180 in GetContainers) | Container network stats for: &{EntityID:{Kind:container ID:f41e407bd3295bf2ae57090757caa9c4c4282c126363c4d7749477613d4ffa50} EntityMeta:{Name:process-agent Namespace:k8s.io Annotations:map[] Labels:map[baseimage.name:ubuntu:24.04 baseimage.os:ubuntu noble io.cri-containerd.kind:container io.kubernetes.container.name:process-agent io.kubernetes.pod.name:kind-datadog-648gw io.kubernetes.pod.namespace:default io.kubernetes.pod.uid:d2128bd6-4ea5-4272-9b4f-d0275e6a6bcf maintainer:Datadog <package@datadoghq.com> org.opencontainers.image.authors:Datadog <package@datadoghq.com> org.opencontainers.image.base.name:ubuntu:24.04 org.opencontainers.image.created:2024-07-25 18:45:30+00:00 org.opencontainers.image.ref.name:ubuntu org.opencontainers.image.revision:"***********************************36856" org.opencontainers.image.source:https://github.com/DataDog/datadog-agent org.opencontainers.image.title:Datadog Agent org.opencontainers.image.vendor:Datadog, Inc. org.opencontainers.image.version:7.55.2]} ECSContainer:<nil> EnvVars:map[DOCKER_DD_AGENT:true] Hostname: Image:********@sha256:569ff5d3908115e467230089d6dd3e3b4e6c9f2570abcd1fabab8bbe88864e03 RawName:gcr.io/datadoghq/agent:7.55.2-jmx Name:gcr.io/datadoghq/agent Registry:gcr.io ShortName:agent Tag:7.55.2-jmx RepoDigest:sha256:569ff5d3908115e467230089d6dd3e3b4e6c9f2570abcd1fabab8bbe88864e03} NetworkIPs:map[:10.244.2.67] PID:0 Ports:[] Runtime:containerd RuntimeFlavor: State:{Running:true Status:running Health: CreatedAt:2024-08-27 17:16:18.283648673 +0000 UTC StartedAt:2024-08-27 17:16:18.283648673 +0000 UTC FinishedAt:0001-01-01 00:00:00 +0000 UTC ExitCode:<nil>} CollectorTags:[] Owner:0x4000345e60 SecurityContext:<nil> Resources:{CPURequest:<nil> CPULimit:<nil> MemoryRequest:<nil> MemoryLimit:<nil>} CgroupPath:kubelet-kubepods-besteffort-podd2128bd6_4ea5_4272_9b4f_d0275e6a6bcf.slice/cri-containerd-f41e407bd3295bf2ae57090757caa9c4c4282c126363c4d7749477613d4ffa50.scope} not available, err: no process found inside this cgroup, impossible to gather network stats
2024-08-27 17:16:45 UTC | PROCESS | DEBUG | (pkg/util/cgroups/utils.go:37 in inodeForPath) | unable to retrieve the inode for path /host/sys/fs/cgroup/kubelet.slice/kubelet-kubepods.slice/kubelet-kubepods-besteffort.slice/kubelet-kubepods-besteffort-pod4603f615_9d16_4cb2_8627_36d5cdd41eda.slice: stat /host/sys/fs/cgroup/kubelet.slice/kubelet-kubepods.slice/kubelet-kubepods-besteffort.slice/kubelet-kubepods-besteffort-pod4603f615_9d16_4cb2_8627_36d5cdd41eda.slice: no such file or directory
2024-08-27 17:16:45 UTC | PROCESS | DEBUG | (pkg/process/util/containers/containers.go:175 in GetContainers) | PIDs for: &{EntityID:{Kind:container ID:a625053bc238326472b37efa5e343b0b0743dbd5358340a904cde9ab4e83c2ea} EntityMeta:{Name:cluster-agent Namespace: Annotations:map[] Labels:map[io.kubernetes.pod.namespace:default]} ECSContainer:<nil> EnvVars:map[] Hostname: Image:********@sha256:e8113ddcb3df3fe4023a111e4371529ebe07262d99f835cc403d51ba7cdfa4f6 RawName:gcr.io/datadoghq/cluster-agent:7.55.2 Name:gcr.io/datadoghq/cluster-agent Registry:gcr.io ShortName:cluster-agent Tag:7.55.2 RepoDigest:} NetworkIPs:map[] PID:0 Ports:[{Name:agentport Port:5005 Protocol:TCP HostPort:0} {Name:agentmetrics Port:5000 Protocol:TCP HostPort:0} {Name:datadog-webhook Port:8000 Protocol:TCP HostPort:0}] Runtime:containerd RuntimeFlavor: State:{Running:true Status:running Health: CreatedAt:2024-08-26 18:32:27 +0000 UTC StartedAt:2024-08-26 18:32:27 +0000 UTC FinishedAt:0001-01-01 00:00:00 +0000 UTC ExitCode:<nil>} CollectorTags:[] Owner:0x4000918d40 SecurityContext:0x4001003f98 Resources:{CPURequest:<nil> CPULimit:<nil> MemoryRequest:<nil> MemoryLimit:<nil>} CgroupPath:} not available, err: <nil>
2024-08-27 17:16:45 UTC | PROCESS | DEBUG | (pkg/process/util/containers/containers.go:180 in GetContainers) | Container network stats for: &{EntityID:{Kind:container ID:a625053bc238326472b37efa5e343b0b0743dbd5358340a904cde9ab4e83c2ea} EntityMeta:{Name:cluster-agent Namespace: Annotations:map[] Labels:map[io.kubernetes.pod.namespace:default]} ECSContainer:<nil> EnvVars:map[] Hostname: Image:********@sha256:e8113ddcb3df3fe4023a111e4371529ebe07262d99f835cc403d51ba7cdfa4f6 RawName:gcr.io/datadoghq/cluster-agent:7.55.2 Name:gcr.io/datadoghq/cluster-agent Registry:gcr.io ShortName:cluster-agent Tag:7.55.2 RepoDigest:} NetworkIPs:map[] PID:0 Ports:[{Name:agentport Port:5005 Protocol:TCP HostPort:0} {Name:agentmetrics Port:5000 Protocol:TCP HostPort:0} {Name:datadog-webhook Port:8000 Protocol:TCP HostPort:0}] Runtime:containerd RuntimeFlavor: State:{Running:true Status:running Health: CreatedAt:2024-08-26 18:32:27 +0000 UTC StartedAt:2024-08-26 18:32:27 +0000 UTC FinishedAt:0001-01-01 00:00:00 +0000 UTC ExitCode:<nil>} CollectorTags:[] Owner:0x4000918d40 SecurityContext:0x4001003f98 Resources:{CPURequest:<nil> CPULimit:<nil> MemoryRequest:<nil> MemoryLimit:<nil>} CgroupPath:} not available, err: no process found inside this cgroup, impossible to gather network stats
2024-08-27 17:16:45 UTC | PROCESS | DEBUG | (pkg/util/kubernetes/kubelet/podwatcher.go:146 in computeChanges) | Found 1 changed pods out of 8
2024-08-27 17:16:50 UTC | PROCESS | DEBUG | (pkg/util/kubernetes/kubelet/podwatcher.go:146 in computeChanges) | Found 0 changed pods out of 8
2024-08-27 17:16:55 UTC | PROCESS | DEBUG | (pkg/util/clusteragent/clusteragent.go:253 in GetClusterAgentEndpoint) | Identified service for the Datadog Cluster Agent: kind-datadog-cluster-agent
2024-08-27 17:16:55 UTC | PROCESS | INFO | (pkg/api/security/security.go:194 in getClusterAgentAuthToken) | Using configured cluster_agent.auth_token
2024-08-27 17:16:55 UTC | PROCESS | INFO | (pkg/util/clusteragent/clusteragent.go:145 in init) | Successfully connected to the Datadog Cluster Agent 7.55.2+commit.be4db09
2024-08-27 17:16:55 UTC | PROCESS | INFO | (comp/core/workloadmeta/store.go:569 in startCandidates) | workloadmeta collector "kube_metadata" started successfully
2024-08-27 17:16:55 UTC | PROCESS | DEBUG | (pkg/process/util/containers/containers.go:175 in GetContainers) | PIDs for: &{EntityID:{Kind:container ID:f41e407bd3295bf2ae57090757caa9c4c4282c126363c4d7749477613d4ffa50} EntityMeta:{Name:process-agent Namespace:k8s.io Annotations:map[] Labels:map[baseimage.name:ubuntu:24.04 baseimage.os:ubuntu noble io.cri-containerd.kind:container io.kubernetes.container.name:process-agent io.kubernetes.pod.name:kind-datadog-648gw io.kubernetes.pod.namespace:default io.kubernetes.pod.uid:d2128bd6-4ea5-4272-9b4f-d0275e6a6bcf maintainer:Datadog <package@datadoghq.com> org.opencontainers.image.authors:Datadog <package@datadoghq.com> org.opencontainers.image.base.name:ubuntu:24.04 org.opencontainers.image.created:2024-07-25 18:45:30+00:00 org.opencontainers.image.ref.name:ubuntu org.opencontainers.image.revision:"***********************************36856" org.opencontainers.image.source:https://github.com/DataDog/datadog-agent org.opencontainers.image.title:Datadog Agent org.opencontainers.image.vendor:Datadog, Inc. org.opencontainers.image.version:7.55.2]} ECSContainer:<nil> EnvVars:map[DOCKER_DD_AGENT:true] Hostname: Image:********@sha256:569ff5d3908115e467230089d6dd3e3b4e6c9f2570abcd1fabab8bbe88864e03 RawName:gcr.io/datadoghq/agent:7.55.2-jmx Name:gcr.io/datadoghq/agent Registry:gcr.io ShortName:agent Tag:7.55.2-jmx RepoDigest:sha256:569ff5d3908115e467230089d6dd3e3b4e6c9f2570abcd1fabab8bbe88864e03} NetworkIPs:map[:10.244.2.67] PID:0 Ports:[] Runtime:containerd RuntimeFlavor: State:{Running:true Status:running Health: CreatedAt:2024-08-27 17:16:18.283648673 +0000 UTC StartedAt:2024-08-27 17:16:18.283648673 +0000 UTC FinishedAt:0001-01-01 00:00:00 +0000 UTC ExitCode:<nil>} CollectorTags:[] Owner:0x4000345e60 SecurityContext:<nil> Resources:{CPURequest:<nil> CPULimit:<nil> MemoryRequest:<nil> MemoryLimit:<nil>} CgroupPath:kubelet-kubepods-besteffort-podd2128bd6_4ea5_4272_9b4f_d0275e6a6bcf.slice/cri-containerd-f41e407bd3295bf2ae57090757caa9c4c4282c126363c4d7749477613d4ffa50.scope} not available, err: <nil>
2024-08-27 17:16:55 UTC | PROCESS | DEBUG | (pkg/process/util/containers/containers.go:180 in GetContainers) | Container network stats for: &{EntityID:{Kind:container ID:f41e407bd3295bf2ae57090757caa9c4c4282c126363c4d7749477613d4ffa50} EntityMeta:{Name:process-agent Namespace:k8s.io Annotations:map[] Labels:map[baseimage.name:ubuntu:24.04 baseimage.os:ubuntu noble io.cri-containerd.kind:container io.kubernetes.container.name:process-agent io.kubernetes.pod.name:kind-datadog-648gw io.kubernetes.pod.namespace:default io.kubernetes.pod.uid:d2128bd6-4ea5-4272-9b4f-d0275e6a6bcf maintainer:Datadog <package@datadoghq.com> org.opencontainers.image.authors:Datadog <package@datadoghq.com> org.opencontainers.image.base.name:ubuntu:24.04 org.opencontainers.image.created:2024-07-25 18:45:30+00:00 org.opencontainers.image.ref.name:ubuntu org.opencontainers.image.revision:"***********************************36856" org.opencontainers.image.source:https://github.com/DataDog/datadog-agent org.opencontainers.image.title:Datadog Agent org.opencontainers.image.vendor:Datadog, Inc. org.opencontainers.image.version:7.55.2]} ECSContainer:<nil> EnvVars:map[DOCKER_DD_AGENT:true] Hostname: Image:********@sha256:569ff5d3908115e467230089d6dd3e3b4e6c9f2570abcd1fabab8bbe88864e03 RawName:gcr.io/datadoghq/agent:7.55.2-jmx Name:gcr.io/datadoghq/agent Registry:gcr.io ShortName:agent Tag:7.55.2-jmx RepoDigest:sha256:569ff5d3908115e467230089d6dd3e3b4e6c9f2570abcd1fabab8bbe88864e03} NetworkIPs:map[:10.244.2.67] PID:0 Ports:[] Runtime:containerd RuntimeFlavor: State:{Running:true Status:running Health: CreatedAt:2024-08-27 17:16:18.283648673 +0000 UTC StartedAt:2024-08-27 17:16:18.283648673 +0000 UTC FinishedAt:0001-01-01 00:00:00 +0000 UTC ExitCode:<nil>} CollectorTags:[] Owner:0x4000345e60 SecurityContext:<nil> Resources:{CPURequest:<nil> CPULimit:<nil> MemoryRequest:<nil> MemoryLimit:<nil>} CgroupPath:kubelet-kubepods-besteffort-podd2128bd6_4ea5_4272_9b4f_d0275e6a6bcf.slice/cri-containerd-f41e407bd3295bf2ae57090757caa9c4c4282c126363c4d7749477613d4ffa50.scope} not available, err: no process found inside this cgroup, impossible to gather network stats
2024-08-27 17:16:55 UTC | PROCESS | DEBUG | (pkg/util/cgroups/utils.go:37 in inodeForPath) | unable to retrieve the inode for path /host/sys/fs/cgroup/kubelet.slice/kubelet-kubepods.slice/kubelet-kubepods-besteffort.slice/kubelet-kubepods-besteffort-pod4603f615_9d16_4cb2_8627_36d5cdd41eda.slice: stat /host/sys/fs/cgroup/kubelet.slice/kubelet-kubepods.slice/kubelet-kubepods-besteffort.slice/kubelet-kubepods-besteffort-pod4603f615_9d16_4cb2_8627_36d5cdd41eda.slice: no such file or directory
2024-08-27 17:16:55 UTC | PROCESS | DEBUG | (pkg/process/util/containers/containers.go:175 in GetContainers) | PIDs for: &{EntityID:{Kind:container ID:a625053bc238326472b37efa5e343b0b0743dbd5358340a904cde9ab4e83c2ea} EntityMeta:{Name:cluster-agent Namespace: Annotations:map[] Labels:map[io.kubernetes.pod.namespace:default]} ECSContainer:<nil> EnvVars:map[] Hostname: Image:********@sha256:e8113ddcb3df3fe4023a111e4371529ebe07262d99f835cc403d51ba7cdfa4f6 RawName:gcr.io/datadoghq/cluster-agent:7.55.2 Name:gcr.io/datadoghq/cluster-agent Registry:gcr.io ShortName:cluster-agent Tag:7.55.2 RepoDigest:} NetworkIPs:map[] PID:0 Ports:[{Name:agentport Port:5005 Protocol:TCP HostPort:0} {Name:agentmetrics Port:5000 Protocol:TCP HostPort:0} {Name:datadog-webhook Port:8000 Protocol:TCP HostPort:0}] Runtime:containerd RuntimeFlavor: State:{Running:true Status:running Health: CreatedAt:2024-08-26 18:32:27 +0000 UTC StartedAt:2024-08-26 18:32:27 +0000 UTC FinishedAt:0001-01-01 00:00:00 +0000 UTC ExitCode:<nil>} CollectorTags:[] Owner:0x4000918d40 SecurityContext:0x4001003f98 Resources:{CPURequest:<nil> CPULimit:<nil> MemoryRequest:<nil> MemoryLimit:<nil>} CgroupPath:} not available, err: <nil>
2024-08-27 17:16:55 UTC | PROCESS | DEBUG | (pkg/process/util/containers/containers.go:180 in GetContainers) | Container network stats for: &{EntityID:{Kind:container ID:a625053bc238326472b37efa5e343b0b0743dbd5358340a904cde9ab4e83c2ea} EntityMeta:{Name:cluster-agent Namespace: Annotations:map[] Labels:map[io.kubernetes.pod.namespace:default]} ECSContainer:<nil> EnvVars:map[] Hostname: Image:********@sha256:e8113ddcb3df3fe4023a111e4371529ebe07262d99f835cc403d51ba7cdfa4f6 RawName:gcr.io/datadoghq/cluster-agent:7.55.2 Name:gcr.io/datadoghq/cluster-agent Registry:gcr.io ShortName:cluster-agent Tag:7.55.2 RepoDigest:} NetworkIPs:map[] PID:0 Ports:[{Name:agentport Port:5005 Protocol:TCP HostPort:0} {Name:agentmetrics Port:5000 Protocol:TCP HostPort:0} {Name:datadog-webhook Port:8000 Protocol:TCP HostPort:0}] Runtime:containerd RuntimeFlavor: State:{Running:true Status:running Health: CreatedAt:2024-08-26 18:32:27 +0000 UTC StartedAt:2024-08-26 18:32:27 +0000 UTC FinishedAt:0001-01-01 00:00:00 +0000 UTC ExitCode:<nil>} CollectorTags:[] Owner:0x4000918d40 SecurityContext:0x4001003f98 Resources:{CPURequest:<nil> CPULimit:<nil> MemoryRequest:<nil> MemoryLimit:<nil>} CgroupPath:} not available, err: no process found inside this cgroup, impossible to gather network stats
2024-08-27 17:16:55 UTC | PROCESS | DEBUG | (pkg/process/checks/net.go:190 in Run) | collected connections in 18.443333ms
2024-08-27 17:16:55 UTC | PROCESS | DEBUG | (pkg/process/runner/submitter.go:418 in messagesToCheckResult) | the request id of the current message: 10153399750894600192
2024-08-27 17:16:55 UTC | PROCESS | DEBUG | (pkg/process/runner/submitter.go:418 in messagesToCheckResult) | the request id of the current message: 10153399750894600193
2024-08-27 17:16:55 UTC | PROCESS | DEBUG | (pkg/process/runner/submitter.go:418 in messagesToCheckResult) | the request id of the current message: 10153399750894600194
2024-08-27 17:16:55 UTC | PROCESS | INFO | (pkg/process/runner/runner.go:243 in logCheckDuration) | Finished connections check #2 in 24.717042ms
2024-08-27 17:16:55 UTC | PROCESS | DEBUG | (pkg/util/kubernetes/kubelet/podwatcher.go:146 in computeChanges) | Found 0 changed pods out of 8
2024-08-27 17:17:00 UTC | PROCESS | DEBUG | (pkg/util/kubernetes/kubelet/podwatcher.go:146 in computeChanges) | Found 0 changed pods out of 8
2024-08-27 17:17:05 UTC | PROCESS | DEBUG | (pkg/process/util/containers/containers.go:175 in GetContainers) | PIDs for: &{EntityID:{Kind:container ID:f41e407bd3295bf2ae57090757caa9c4c4282c126363c4d7749477613d4ffa50} EntityMeta:{Name:process-agent Namespace:k8s.io Annotations:map[] Labels:map[baseimage.name:ubuntu:24.04 baseimage.os:ubuntu noble io.cri-containerd.kind:container io.kubernetes.container.name:process-agent io.kubernetes.pod.name:kind-datadog-648gw io.kubernetes.pod.namespace:default io.kubernetes.pod.uid:d2128bd6-4ea5-4272-9b4f-d0275e6a6bcf maintainer:Datadog <package@datadoghq.com> org.opencontainers.image.authors:Datadog <package@datadoghq.com> org.opencontainers.image.base.name:ubuntu:24.04 org.opencontainers.image.created:2024-07-25 18:45:30+00:00 org.opencontainers.image.ref.name:ubuntu org.opencontainers.image.revision:"***********************************36856" org.opencontainers.image.source:https://github.com/DataDog/datadog-agent org.opencontainers.image.title:Datadog Agent org.opencontainers.image.vendor:Datadog, Inc. org.opencontainers.image.version:7.55.2]} ECSContainer:<nil> EnvVars:map[DOCKER_DD_AGENT:true] Hostname: Image:********@sha256:569ff5d3908115e467230089d6dd3e3b4e6c9f2570abcd1fabab8bbe88864e03 RawName:gcr.io/datadoghq/agent:7.55.2-jmx Name:gcr.io/datadoghq/agent Registry:gcr.io ShortName:agent Tag:7.55.2-jmx RepoDigest:sha256:569ff5d3908115e467230089d6dd3e3b4e6c9f2570abcd1fabab8bbe88864e03} NetworkIPs:map[:10.244.2.67] PID:0 Ports:[] Runtime:containerd RuntimeFlavor: State:{Running:true Status:running Health: CreatedAt:2024-08-27 17:16:18.283648673 +0000 UTC StartedAt:2024-08-27 17:16:18.283648673 +0000 UTC FinishedAt:0001-01-01 00:00:00 +0000 UTC ExitCode:<nil>} CollectorTags:[] Owner:0x4000345e60 SecurityContext:<nil> Resources:{CPURequest:<nil> CPULimit:<nil> MemoryRequest:<nil> MemoryLimit:<nil>} CgroupPath:kubelet-kubepods-besteffort-podd2128bd6_4ea5_4272_9b4f_d0275e6a6bcf.slice/cri-containerd-f41e407bd3295bf2ae57090757caa9c4c4282c126363c4d7749477613d4ffa50.scope} not available, err: <nil>
2024-08-27 17:17:05 UTC | PROCESS | DEBUG | (pkg/process/util/containers/containers.go:180 in GetContainers) | Container network stats for: &{EntityID:{Kind:container ID:f41e407bd3295bf2ae57090757caa9c4c4282c126363c4d7749477613d4ffa50} EntityMeta:{Name:process-agent Namespace:k8s.io Annotations:map[] Labels:map[baseimage.name:ubuntu:24.04 baseimage.os:ubuntu noble io.cri-containerd.kind:container io.kubernetes.container.name:process-agent io.kubernetes.pod.name:kind-datadog-648gw io.kubernetes.pod.namespace:default io.kubernetes.pod.uid:d2128bd6-4ea5-4272-9b4f-d0275e6a6bcf maintainer:Datadog <package@datadoghq.com> org.opencontainers.image.authors:Datadog <package@datadoghq.com> org.opencontainers.image.base.name:ubuntu:24.04 org.opencontainers.image.created:2024-07-25 18:45:30+00:00 org.opencontainers.image.ref.name:ubuntu org.opencontainers.image.revision:"***********************************36856" org.opencontainers.image.source:https://github.com/DataDog/datadog-agent org.opencontainers.image.title:Datadog Agent org.opencontainers.image.vendor:Datadog, Inc. org.opencontainers.image.version:7.55.2]} ECSContainer:<nil> EnvVars:map[DOCKER_DD_AGENT:true] Hostname: Image:********@sha256:569ff5d3908115e467230089d6dd3e3b4e6c9f2570abcd1fabab8bbe88864e03 RawName:gcr.io/datadoghq/agent:7.55.2-jmx Name:gcr.io/datadoghq/agent Registry:gcr.io ShortName:agent Tag:7.55.2-jmx RepoDigest:sha256:569ff5d3908115e467230089d6dd3e3b4e6c9f2570abcd1fabab8bbe88864e03} NetworkIPs:map[:10.244.2.67] PID:0 Ports:[] Runtime:containerd RuntimeFlavor: State:{Running:true Status:running Health: CreatedAt:2024-08-27 17:16:18.283648673 +0000 UTC StartedAt:2024-08-27 17:16:18.283648673 +0000 UTC FinishedAt:0001-01-01 00:00:00 +0000 UTC ExitCode:<nil>} CollectorTags:[] Owner:0x4000345e60 SecurityContext:<nil> Resources:{CPURequest:<nil> CPULimit:<nil> MemoryRequest:<nil> MemoryLimit:<nil>} CgroupPath:kubelet-kubepods-besteffort-podd2128bd6_4ea5_4272_9b4f_d0275e6a6bcf.slice/cri-containerd-f41e407bd3295bf2ae57090757caa9c4c4282c126363c4d7749477613d4ffa50.scope} not available, err: no process found inside this cgroup, impossible to gather network stats
2024-08-27 17:17:05 UTC | PROCESS | DEBUG | (pkg/util/kubernetes/kubelet/podwatcher.go:146 in computeChanges) | Found 0 changed pods out of 8
2024-08-27 17:17:10 UTC | PROCESS | DEBUG | (pkg/util/kubernetes/kubelet/podwatcher.go:146 in computeChanges) | Found 0 changed pods out of 8
2024-08-27 17:17:15 UTC | PROCESS | DEBUG | (pkg/process/util/containers/containers.go:175 in GetContainers) | PIDs for: &{EntityID:{Kind:container ID:f41e407bd3295bf2ae57090757caa9c4c4282c126363c4d7749477613d4ffa50} EntityMeta:{Name:process-agent Namespace:k8s.io Annotations:map[] Labels:map[baseimage.name:ubuntu:24.04 baseimage.os:ubuntu noble io.cri-containerd.kind:container io.kubernetes.container.name:process-agent io.kubernetes.pod.name:kind-datadog-648gw io.kubernetes.pod.namespace:default io.kubernetes.pod.uid:d2128bd6-4ea5-4272-9b4f-d0275e6a6bcf maintainer:Datadog <package@datadoghq.com> org.opencontainers.image.authors:Datadog <package@datadoghq.com> org.opencontainers.image.base.name:ubuntu:24.04 org.opencontainers.image.created:2024-07-25 18:45:30+00:00 org.opencontainers.image.ref.name:ubuntu org.opencontainers.image.revision:"***********************************36856" org.opencontainers.image.source:https://github.com/DataDog/datadog-agent org.opencontainers.image.title:Datadog Agent org.opencontainers.image.vendor:Datadog, Inc. org.opencontainers.image.version:7.55.2]} ECSContainer:<nil> EnvVars:map[DOCKER_DD_AGENT:true] Hostname: Image:********@sha256:569ff5d3908115e467230089d6dd3e3b4e6c9f2570abcd1fabab8bbe88864e03 RawName:gcr.io/datadoghq/agent:7.55.2-jmx Name:gcr.io/datadoghq/agent Registry:gcr.io ShortName:agent Tag:7.55.2-jmx RepoDigest:sha256:569ff5d3908115e467230089d6dd3e3b4e6c9f2570abcd1fabab8bbe88864e03} NetworkIPs:map[:10.244.2.67] PID:0 Ports:[] Runtime:containerd RuntimeFlavor: State:{Running:true Status:running Health: CreatedAt:2024-08-27 17:16:18.283648673 +0000 UTC StartedAt:2024-08-27 17:16:18.283648673 +0000 UTC FinishedAt:0001-01-01 00:00:00 +0000 UTC ExitCode:<nil>} CollectorTags:[] Owner:0x4000345e60 SecurityContext:<nil> Resources:{CPURequest:<nil> CPULimit:<nil> MemoryRequest:<nil> MemoryLimit:<nil>} CgroupPath:kubelet-kubepods-besteffort-podd2128bd6_4ea5_4272_9b4f_d0275e6a6bcf.slice/cri-containerd-f41e407bd3295bf2ae57090757caa9c4c4282c126363c4d7749477613d4ffa50.scope} not available, err: <nil>
