2024-08-19 15:35:57 UTC | CLUSTER | INFO | (pkg/util/log/log.go:826 in func1) | Starting to load the configuration
2024-08-19 15:37:08 UTC | CLUSTER | DEBUG | (/usr/local/go/src/net/http/httputil/reverseproxy.go:664 in logf) | Error while forwarding to leader DCA: http: proxy error: dial tcp 10.244.2.3:5005: i/o timeout
2024-08-19 15:37:08 UTC | CLUSTER | DEBUG | (comp/core/autodiscovery/autodiscoveryimpl/config_poller.go:154 in poll) | No modifications in the templates stored in kubernetes-services configuration provider
2024-08-19 15:37:08 UTC | CLUSTER | DEBUG | (comp/core/autodiscovery/autodiscoveryimpl/config_poller.go:154 in poll) | No modifications in the templates stored in kubernetes-endpoints configuration provider
2024-08-19 15:37:10 UTC | CLUSTER | DEBUG | (pkg/collector/worker/check_logger.go:44 in CheckStarted) | check:orchestrator | Running check...
2024-08-19 15:37:10 UTC | CLUSTER | DEBUG | (pkg/util/kubernetes/apiserver/leaderelection/leaderelection.go:203 in EnsureLeaderElectionRuns) | Currently Leader: false. Leader identity: "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"
2024-08-19 15:37:10 UTC | CLUSTER | DEBUG | (pkg/collector/corechecks/cluster/orchestrator/orchestrator.go:186 in Run) | Not leader (leader is "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"). Skipping the Orchestrator check
2024-08-19 15:37:10 UTC | CLUSTER | DEBUG | (pkg/collector/worker/check_logger.go:61 in CheckFinished) | check:orchestrator | Done running check
2024-08-19 15:37:11 UTC | CLUSTER | DEBUG | (/usr/local/go/src/net/http/httputil/reverseproxy.go:664 in logf) | Error while forwarding to leader DCA: http: proxy error: dial tcp 10.244.2.3:5005: i/o timeout
2024-08-19 15:37:12 UTC | CLUSTER | DEBUG | (/usr/local/go/src/net/http/httputil/reverseproxy.go:664 in logf) | Error while forwarding to leader DCA: http: proxy error: dial tcp 10.244.2.3:5005: i/o timeout
2024-08-19 15:37:13 UTC | CLUSTER | DEBUG | (pkg/aggregator/demultiplexer.go:129 in sendIterableSeries) | Demultiplexer: sendIterableSeries: start sending iterable series to the serializer
2024-08-19 15:37:13 UTC | CLUSTER | DEBUG | (pkg/aggregator/demultiplexer.go:135 in sendIterableSeries) | Demultiplexer: sendIterableSeries: stop routine
2024-08-19 15:37:13 UTC | CLUSTER | DEBUG | (pkg/aggregator/aggregator.go:620 in sendServiceChecks) | Flushing 1 service checks to the forwarder
2024-08-19 15:37:15 UTC | CLUSTER | DEBUG | (pkg/collector/worker/check_logger.go:44 in CheckStarted) | check:kubernetes_apiserver | Running check...
2024-08-19 15:37:15 UTC | CLUSTER | DEBUG | (pkg/util/kubernetes/apiserver/leaderelection/leaderelection.go:203 in EnsureLeaderElectionRuns) | Currently Leader: false. Leader identity: "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"
2024-08-19 15:37:15 UTC | CLUSTER | DEBUG | (pkg/collector/corechecks/cluster/kubernetesapiserver/kubernetes_apiserver.go:209 in Run) | Not leader (leader is "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"). Skipping the Kubernetes API Server check
2024-08-19 15:37:15 UTC | CLUSTER | DEBUG | (pkg/collector/worker/check_logger.go:61 in CheckFinished) | check:kubernetes_apiserver | Done running check
2024-08-19 15:37:17 UTC | CLUSTER | DEBUG | (/usr/local/go/src/net/http/httputil/reverseproxy.go:664 in logf) | Error while forwarding to leader DCA: http: proxy error: dial tcp 10.244.2.3:5005: i/o timeout
2024-08-19 15:37:18 UTC | CLUSTER | DEBUG | (/usr/local/go/src/net/http/httputil/reverseproxy.go:664 in logf) | Error while forwarding to leader DCA: http: proxy error: dial tcp 10.244.2.3:5005: i/o timeout
2024-08-19 15:37:18 UTC | CLUSTER | DEBUG | (comp/core/autodiscovery/autodiscoveryimpl/config_poller.go:154 in poll) | No modifications in the templates stored in kubernetes-services configuration provider
2024-08-19 15:37:18 UTC | CLUSTER | DEBUG | (comp/core/autodiscovery/autodiscoveryimpl/config_poller.go:154 in poll) | No modifications in the templates stored in kubernetes-endpoints configuration provider
2024-08-19 15:37:19 UTC | CLUSTER | DEBUG | (/usr/local/go/src/net/http/httputil/reverseproxy.go:664 in logf) | Error while forwarding to leader DCA: http: proxy error: dial tcp 10.244.2.3:5005: i/o timeout
2024-08-19 15:37:20 UTC | CLUSTER | DEBUG | (pkg/collector/worker/check_logger.go:44 in CheckStarted) | check:orchestrator | Running check...
2024-08-19 15:37:20 UTC | CLUSTER | DEBUG | (pkg/util/kubernetes/apiserver/leaderelection/leaderelection.go:203 in EnsureLeaderElectionRuns) | Currently Leader: false. Leader identity: "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"
2024-08-19 15:37:20 UTC | CLUSTER | DEBUG | (pkg/collector/corechecks/cluster/orchestrator/orchestrator.go:186 in Run) | Not leader (leader is "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"). Skipping the Orchestrator check
2024-08-19 15:37:20 UTC | CLUSTER | DEBUG | (pkg/collector/worker/check_logger.go:61 in CheckFinished) | check:orchestrator | Done running check
2024-08-19 15:37:21 UTC | CLUSTER | DEBUG | (/usr/local/go/src/net/http/httputil/reverseproxy.go:664 in logf) | Error while forwarding to leader DCA: http: proxy error: dial tcp 10.244.2.3:5005: i/o timeout
2024-08-19 15:37:22 UTC | CLUSTER | DEBUG | (pkg/collector/worker/check_logger.go:44 in CheckStarted) | check:kubernetes_state_core | Running check...
2024-08-19 15:37:22 UTC | CLUSTER | DEBUG | (pkg/util/kubernetes/apiserver/leaderelection/leaderelection.go:203 in EnsureLeaderElectionRuns) | Currently Leader: false. Leader identity: "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"
2024-08-19 15:37:22 UTC | CLUSTER | DEBUG | (pkg/collector/corechecks/cluster/ksm/kubernetes_state.go:488 in Run) | Not leader (leader is "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"). Skipping the kube-state-metrics core check
2024-08-19 15:37:22 UTC | CLUSTER | DEBUG | (pkg/collector/worker/check_logger.go:61 in CheckFinished) | check:kubernetes_state_core | Done running check
2024-08-19 15:37:22 UTC | CLUSTER | DEBUG | (/usr/local/go/src/net/http/httputil/reverseproxy.go:664 in logf) | Error while forwarding to leader DCA: http: proxy error: dial tcp 10.244.2.3:5005: i/o timeout
2024-08-19 15:37:26 UTC | CLUSTER | DEBUG | (/usr/local/go/src/net/http/httputil/reverseproxy.go:664 in logf) | Error while forwarding to leader DCA: http: proxy error: dial tcp 10.244.2.3:5005: i/o timeout
2024-08-19 15:37:27 UTC | CLUSTER | DEBUG | (/usr/local/go/src/net/http/httputil/reverseproxy.go:664 in logf) | Error while forwarding to leader DCA: http: proxy error: dial tcp 10.244.2.3:5005: i/o timeout
2024-08-19 15:37:28 UTC | CLUSTER | DEBUG | (/usr/local/go/src/net/http/httputil/reverseproxy.go:664 in logf) | Error while forwarding to leader DCA: http: proxy error: dial tcp 10.244.2.3:5005: i/o timeout
2024-08-19 15:37:28 UTC | CLUSTER | DEBUG | (pkg/aggregator/demultiplexer.go:129 in sendIterableSeries) | Demultiplexer: sendIterableSeries: start sending iterable series to the serializer
2024-08-19 15:37:28 UTC | CLUSTER | DEBUG | (pkg/aggregator/aggregator.go:620 in sendServiceChecks) | Flushing 1 service checks to the forwarder
2024-08-19 15:37:28 UTC | CLUSTER | DEBUG | (pkg/aggregator/demultiplexer.go:135 in sendIterableSeries) | Demultiplexer: sendIterableSeries: stop routine
2024-08-19 15:37:28 UTC | CLUSTER | DEBUG | (comp/core/autodiscovery/autodiscoveryimpl/config_poller.go:154 in poll) | No modifications in the templates stored in kubernetes-endpoints configuration provider
2024-08-19 15:37:28 UTC | CLUSTER | DEBUG | (comp/core/autodiscovery/autodiscoveryimpl/config_poller.go:154 in poll) | No modifications in the templates stored in kubernetes-services configuration provider
2024-08-19 15:37:30 UTC | CLUSTER | DEBUG | (pkg/collector/worker/check_logger.go:44 in CheckStarted) | check:orchestrator | Running check...
2024-08-19 15:37:30 UTC | CLUSTER | DEBUG | (pkg/util/kubernetes/apiserver/leaderelection/leaderelection.go:203 in EnsureLeaderElectionRuns) | Currently Leader: false. Leader identity: "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"
2024-08-19 15:37:30 UTC | CLUSTER | DEBUG | (pkg/collector/corechecks/cluster/orchestrator/orchestrator.go:186 in Run) | Not leader (leader is "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"). Skipping the Orchestrator check
2024-08-19 15:37:30 UTC | CLUSTER | DEBUG | (pkg/collector/worker/check_logger.go:61 in CheckFinished) | check:orchestrator | Done running check
2024-08-19 15:37:30 UTC | CLUSTER | DEBUG | (pkg/collector/worker/check_logger.go:44 in CheckStarted) | check:kubernetes_apiserver | Running check...
2024-08-19 15:37:30 UTC | CLUSTER | DEBUG | (pkg/util/kubernetes/apiserver/leaderelection/leaderelection.go:203 in EnsureLeaderElectionRuns) | Currently Leader: false. Leader identity: "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"
2024-08-19 15:37:30 UTC | CLUSTER | DEBUG | (pkg/collector/corechecks/cluster/kubernetesapiserver/kubernetes_apiserver.go:209 in Run) | Not leader (leader is "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"). Skipping the Kubernetes API Server check
2024-08-19 15:37:30 UTC | CLUSTER | DEBUG | (pkg/collector/worker/check_logger.go:61 in CheckFinished) | check:kubernetes_apiserver | Done running check
2024-08-19 15:37:31 UTC | CLUSTER | DEBUG | (/usr/local/go/src/net/http/httputil/reverseproxy.go:664 in logf) | Error while forwarding to leader DCA: http: proxy error: dial tcp 10.244.2.3:5005: i/o timeout
2024-08-19 15:37:32 UTC | CLUSTER | DEBUG | (/usr/local/go/src/net/http/httputil/reverseproxy.go:664 in logf) | Error while forwarding to leader DCA: http: proxy error: dial tcp 10.244.2.3:5005: i/o timeout
2024-08-19 15:37:37 UTC | CLUSTER | DEBUG | (pkg/collector/worker/check_logger.go:44 in CheckStarted) | check:kubernetes_state_core | Running check...
2024-08-19 15:37:37 UTC | CLUSTER | DEBUG | (pkg/util/kubernetes/apiserver/leaderelection/leaderelection.go:203 in EnsureLeaderElectionRuns) | Currently Leader: false. Leader identity: "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"
2024-08-19 15:37:37 UTC | CLUSTER | DEBUG | (pkg/collector/corechecks/cluster/ksm/kubernetes_state.go:488 in Run) | Not leader (leader is "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"). Skipping the kube-state-metrics core check
2024-08-19 15:37:37 UTC | CLUSTER | DEBUG | (pkg/collector/worker/check_logger.go:61 in CheckFinished) | check:kubernetes_state_core | Done running check
2024-08-19 15:37:37 UTC | CLUSTER | DEBUG | (/usr/local/go/src/net/http/httputil/reverseproxy.go:664 in logf) | Error while forwarding to leader DCA: http: proxy error: dial tcp 10.244.2.3:5005: i/o timeout
2024-08-19 15:37:38 UTC | CLUSTER | DEBUG | (/usr/local/go/src/net/http/httputil/reverseproxy.go:664 in logf) | Error while forwarding to leader DCA: http: proxy error: dial tcp 10.244.2.3:5005: i/o timeout
2024-08-19 15:37:38 UTC | CLUSTER | DEBUG | (comp/core/autodiscovery/autodiscoveryimpl/config_poller.go:154 in poll) | No modifications in the templates stored in kubernetes-endpoints configuration provider
2024-08-19 15:37:38 UTC | CLUSTER | DEBUG | (comp/core/autodiscovery/autodiscoveryimpl/config_poller.go:154 in poll) | No modifications in the templates stored in kubernetes-services configuration provider
2024-08-19 15:37:40 UTC | CLUSTER | DEBUG | (pkg/collector/worker/check_logger.go:44 in CheckStarted) | check:orchestrator | Running check...
2024-08-19 15:37:40 UTC | CLUSTER | DEBUG | (pkg/util/kubernetes/apiserver/leaderelection/leaderelection.go:203 in EnsureLeaderElectionRuns) | Currently Leader: false. Leader identity: "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"
2024-08-19 15:37:40 UTC | CLUSTER | DEBUG | (pkg/collector/corechecks/cluster/orchestrator/orchestrator.go:186 in Run) | Not leader (leader is "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"). Skipping the Orchestrator check
2024-08-19 15:37:40 UTC | CLUSTER | DEBUG | (pkg/collector/worker/check_logger.go:61 in CheckFinished) | check:orchestrator | Done running check
2024-08-19 15:37:41 UTC | CLUSTER | DEBUG | (/usr/local/go/src/net/http/httputil/reverseproxy.go:664 in logf) | Error while forwarding to leader DCA: http: proxy error: dial tcp 10.244.2.3:5005: i/o timeout
2024-08-19 15:37:42 UTC | CLUSTER | DEBUG | (/usr/local/go/src/net/http/httputil/reverseproxy.go:664 in logf) | Error while forwarding to leader DCA: http: proxy error: dial tcp 10.244.2.3:5005: i/o timeout
2024-08-19 15:37:43 UTC | CLUSTER | DEBUG | (pkg/aggregator/demultiplexer.go:129 in sendIterableSeries) | Demultiplexer: sendIterableSeries: start sending iterable series to the serializer
2024-08-19 15:37:43 UTC | CLUSTER | DEBUG | (pkg/aggregator/demultiplexer.go:135 in sendIterableSeries) | Demultiplexer: sendIterableSeries: stop routine
2024-08-19 15:37:43 UTC | CLUSTER | DEBUG | (pkg/aggregator/aggregator.go:620 in sendServiceChecks) | Flushing 1 service checks to the forwarder
2024-08-19 15:37:45 UTC | CLUSTER | DEBUG | (pkg/collector/worker/check_logger.go:44 in CheckStarted) | check:kubernetes_apiserver | Running check...
2024-08-19 15:37:45 UTC | CLUSTER | DEBUG | (pkg/util/kubernetes/apiserver/leaderelection/leaderelection.go:203 in EnsureLeaderElectionRuns) | Currently Leader: false. Leader identity: "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"
2024-08-19 15:37:45 UTC | CLUSTER | DEBUG | (pkg/collector/corechecks/cluster/kubernetesapiserver/kubernetes_apiserver.go:209 in Run) | Not leader (leader is "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"). Skipping the Kubernetes API Server check
2024-08-19 15:37:45 UTC | CLUSTER | DEBUG | (pkg/collector/worker/check_logger.go:61 in CheckFinished) | check:kubernetes_apiserver | Done running check
2024-08-19 15:37:45 UTC | CLUSTER | DEBUG | (/usr/local/go/src/net/http/httputil/reverseproxy.go:664 in logf) | Error while forwarding to leader DCA: http: proxy error: dial tcp 10.244.2.3:5005: i/o timeout
2024-08-19 15:37:47 UTC | CLUSTER | DEBUG | (/usr/local/go/src/net/http/httputil/reverseproxy.go:664 in logf) | Error while forwarding to leader DCA: http: proxy error: dial tcp 10.244.2.3:5005: i/o timeout
2024-08-19 15:37:48 UTC | CLUSTER | DEBUG | (/usr/local/go/src/net/http/httputil/reverseproxy.go:664 in logf) | Error while forwarding to leader DCA: http: proxy error: dial tcp 10.244.2.3:5005: i/o timeout
2024-08-19 15:37:48 UTC | CLUSTER | DEBUG | (comp/core/autodiscovery/autodiscoveryimpl/config_poller.go:154 in poll) | No modifications in the templates stored in kubernetes-services configuration provider
2024-08-19 15:37:48 UTC | CLUSTER | DEBUG | (comp/core/autodiscovery/autodiscoveryimpl/config_poller.go:154 in poll) | No modifications in the templates stored in kubernetes-endpoints configuration provider
2024-08-19 15:37:49 UTC | CLUSTER | INFO | (client-go@v0.28.6/tools/leaderelection/leaderelection.go:260 in func1) | successfully acquired lease default/agent-kind-datadog-leader-election
2024-08-19 15:37:49 UTC | CLUSTER | INFO | (pkg/util/kubernetes/apiserver/leaderelection/leaderelection_engine.go:152 in func1) | New leader "agent-kind-datadog-cluster-agent-75dd97446-nh2pf"
2024-08-19 15:37:49 UTC | CLUSTER | INFO | (pkg/util/kubernetes/apiserver/leaderelection/leaderelection_engine.go:158 in func2) | Started leading as "agent-kind-datadog-cluster-agent-75dd97446-nh2pf"...
2024-08-19 15:37:49 UTC | CLUSTER | INFO | (pkg/clusteragent/admission/controllers/secret/controller.go:102 in enqueueOnLeaderNotif) | Got a leader notification, enqueuing a reconciliation for default/webhook-certificate
2024-08-19 15:37:49 UTC | CLUSTER | DEBUG | (pkg/clusteragent/admission/controllers/secret/controller.go:216 in reconcile) | The certificate is up-to-date, doing nothing. Duration before expiration: 8759h20m19.494899155s
2024-08-19 15:37:49 UTC | CLUSTER | DEBUG | (pkg/clusteragent/admission/controllers/secret/controller.go:179 in processNextWorkItem) | Secret default/webhook-certificate reconciled successfully
2024-08-19 15:37:49 UTC | CLUSTER | INFO | (pkg/clusteragent/admission/controllers/webhook/controller_base.go:149 in enqueueOnLeaderNotif) | Got a leader notification, enqueuing a reconciliation for "datadog-webhook"
2024-08-19 15:37:49 UTC | CLUSTER | DEBUG | (pkg/clusteragent/admission/controllers/webhook/controller_v1.go:155 in reconcile) | The Webhook datadog-webhook was found, updating it
2024-08-19 15:37:49 UTC | CLUSTER | DEBUG | (pkg/clusteragent/admission/controllers/webhook/controller_base.go:261 in processNextWorkItem) | Webhook datadog-webhook reconciled successfully
2024-08-19 15:37:50 UTC | CLUSTER | DEBUG | (pkg/collector/worker/check_logger.go:44 in CheckStarted) | check:orchestrator | Running check...
2024-08-19 15:37:50 UTC | CLUSTER | DEBUG | (pkg/util/kubernetes/apiserver/leaderelection/leaderelection.go:203 in EnsureLeaderElectionRuns) | Currently Leader: true. Leader identity: "agent-kind-datadog-cluster-agent-75dd97446-nh2pf"
2024-08-19 15:37:50 UTC | CLUSTER | DEBUG | (pkg/collector/corechecks/cluster/orchestrator/collector_bundle.go:345 in Run) | Collector v1/pods run stats: listed=0 processed=0 messages=0 duration=106.708µs
2024-08-19 15:37:50 UTC | CLUSTER | DEBUG | (pkg/collector/corechecks/cluster/orchestrator/collector_bundle.go:345 in Run) | Collector clusters run stats: listed=1 processed=1 messages=1 duration=8.401333ms
2024-08-19 15:37:50 UTC | CLUSTER | DEBUG | (pkg/collector/corechecks/cluster/orchestrator/collector_bundle.go:345 in Run) | Collector apps/v1/deployments run stats: listed=3 processed=3 messages=1 duration=6.293875ms
2024-08-19 15:37:50 UTC | CLUSTER | DEBUG | (pkg/collector/corechecks/cluster/orchestrator/collector_bundle.go:345 in Run) | Collector v1/namespaces run stats: listed=5 processed=5 messages=1 duration=388.041µs
2024-08-19 15:37:50 UTC | CLUSTER | DEBUG | (pkg/collector/corechecks/cluster/orchestrator/collector_bundle.go:345 in Run) | Collector v1/nodes run stats: listed=3 processed=3 messages=1 duration=877.666µs
2024-08-19 15:37:50 UTC | CLUSTER | DEBUG | (pkg/collector/corechecks/cluster/orchestrator/collector_bundle.go:345 in Run) | Collector apps/v1/replicasets run stats: listed=5 processed=5 messages=1 duration=3.896667ms
2024-08-19 15:37:50 UTC | CLUSTER | DEBUG | (pkg/collector/corechecks/cluster/orchestrator/collector_bundle.go:345 in Run) | Collector batch/v1/jobs run stats: listed=0 processed=0 messages=0 duration=2.666µs
2024-08-19 15:37:50 UTC | CLUSTER | DEBUG | (pkg/collector/corechecks/cluster/orchestrator/collector_bundle.go:345 in Run) | Collector batch/v1/cronjobs run stats: listed=0 processed=0 messages=0 duration=3.792µs
2024-08-19 15:37:50 UTC | CLUSTER | DEBUG | (pkg/collector/corechecks/cluster/orchestrator/collector_bundle.go:345 in Run) | Collector v1/services run stats: listed=5 processed=5 messages=1 duration=664.333µs
2024-08-19 15:37:50 UTC | CLUSTER | DEBUG | (pkg/collector/corechecks/cluster/orchestrator/collector_bundle.go:345 in Run) | Collector apps/v1/daemonsets run stats: listed=3 processed=3 messages=1 duration=3.389459ms
2024-08-19 15:37:50 UTC | CLUSTER | DEBUG | (pkg/collector/corechecks/cluster/orchestrator/collector_bundle.go:345 in Run) | Collector apps/v1/statefulsets run stats: listed=0 processed=0 messages=0 duration=1.917µs
2024-08-19 15:37:50 UTC | CLUSTER | DEBUG | (pkg/collector/corechecks/cluster/orchestrator/collector_bundle.go:345 in Run) | Collector networking.k8s.io/v1/ingresses run stats: listed=0 processed=0 messages=0 duration=2.792µs
2024-08-19 15:37:50 UTC | CLUSTER | DEBUG | (pkg/collector/corechecks/cluster/orchestrator/collector_bundle.go:345 in Run) | Collector v1/persistentvolumeclaims run stats: listed=0 processed=0 messages=0 duration=6.375µs
2024-08-19 15:37:50 UTC | CLUSTER | DEBUG | (pkg/collector/corechecks/cluster/orchestrator/collector_bundle.go:345 in Run) | Collector v1/persistentvolumes run stats: listed=0 processed=0 messages=0 duration=1.125µs
2024-08-19 15:37:50 UTC | CLUSTER | DEBUG | (pkg/collector/corechecks/cluster/orchestrator/collector_bundle.go:345 in Run) | Collector rbac.authorization.k8s.io/v1/roles run stats: listed=13 processed=13 messages=1 duration=441.791µs
2024-08-19 15:37:50 UTC | CLUSTER | DEBUG | (pkg/collector/corechecks/cluster/orchestrator/collector_bundle.go:345 in Run) | Collector rbac.authorization.k8s.io/v1/rolebindings run stats: listed=13 processed=13 messages=1 duration=359.792µs
2024-08-19 15:37:50 UTC | CLUSTER | DEBUG | (pkg/collector/corechecks/cluster/orchestrator/collector_bundle.go:345 in Run) | Collector rbac.authorization.k8s.io/v1/clusterroles run stats: listed=71 processed=71 messages=1 duration=879µs
2024-08-19 15:37:50 UTC | CLUSTER | DEBUG | (pkg/collector/corechecks/cluster/orchestrator/collector_bundle.go:345 in Run) | Collector rbac.authorization.k8s.io/v1/clusterrolebindings run stats: listed=57 processed=57 messages=1 duration=4.5945ms
2024-08-19 15:37:50 UTC | CLUSTER | DEBUG | (pkg/collector/corechecks/cluster/orchestrator/collector_bundle.go:345 in Run) | Collector v1/serviceaccounts run stats: listed=45 processed=45 messages=1 duration=427.625µs
2024-08-19 15:37:50 UTC | CLUSTER | DEBUG | (pkg/collector/corechecks/cluster/orchestrator/collector_bundle.go:345 in Run) | Collector autoscaling/v2/horizontalpodautoscalers run stats: listed=0 processed=0 messages=0 duration=5.333µs
2024-08-19 15:37:50 UTC | CLUSTER | DEBUG | (pkg/collector/worker/check_logger.go:61 in CheckFinished) | check:orchestrator | Done running check
2024-08-19 15:37:51 UTC | CLUSTER | DEBUG | (/usr/local/go/src/net/http/httputil/reverseproxy.go:664 in logf) | Error while forwarding to leader DCA: http: proxy error: dial tcp 10.244.2.3:5005: i/o timeout
2024-08-19 15:37:51 UTC | CLUSTER | DEBUG | (/usr/local/go/src/net/http/httputil/reverseproxy.go:664 in logf) | Error while forwarding to leader DCA: http: proxy error: dial tcp 10.244.2.3:5005: i/o timeout
2024-08-19 15:37:52 UTC | CLUSTER | DEBUG | (pkg/collector/worker/check_logger.go:44 in CheckStarted) | check:kubernetes_state_core | Running check...
2024-08-19 15:37:52 UTC | CLUSTER | DEBUG | (pkg/util/kubernetes/apiserver/leaderelection/leaderelection.go:203 in EnsureLeaderElectionRuns) | Currently Leader: true. Leader identity: "agent-kind-datadog-cluster-agent-75dd97446-nh2pf"
2024-08-19 15:37:52 UTC | CLUSTER | DEBUG | (pkg/collector/worker/check_logger.go:61 in CheckFinished) | check:kubernetes_state_core | Done running check
2024-08-19 15:37:52 UTC | CLUSTER | DEBUG | (/usr/local/go/src/net/http/httputil/reverseproxy.go:664 in logf) | Error while forwarding to leader DCA: http: proxy error: dial tcp 10.244.2.3:5005: i/o timeout
2024-08-19 15:37:53 UTC | CLUSTER | INFO | (pkg/clusteragent/clusterchecks/handler.go:116 in Run) | Becoming leader, waiting 30s for node-agents to report
2024-08-19 15:37:54 UTC | CLUSTER | INFO | (api/agent/agent.go:128 in makeFlare) | Making a flare
2024-08-19 15:37:54 UTC | CLUSTER | DEBUG | (pkg/config/setup/config.go:2230 in IsCloudProviderEnabled) | cloud_provider_metadata is set to [aws gcp azure alibaba oracle ibm] in agent configuration, trying endpoints for AWS Cloud Provider
2024-08-19 15:37:54 UTC | CLUSTER | DEBUG | (pkg/util/http/transport.go:144 in 1) | URL 'http://169.254.169.254/latest/meta-data/hostname' matches no_proxy list item '169.254.169.254': not using any proxy
2024-08-19 15:37:54 UTC | CLUSTER | DEBUG | (pkg/config/setup/config.go:2230 in IsCloudProviderEnabled) | cloud_provider_metadata is set to [aws gcp azure alibaba oracle ibm] in agent configuration, trying endpoints for AWS Cloud Provider
2024-08-19 15:37:54 UTC | CLUSTER | DEBUG | (pkg/util/http/transport.go:144 in 1) | URL 'http://169.254.169.254/latest/meta-data/instance-id' matches no_proxy list item '169.254.169.254': not using any proxy
2024-08-19 15:37:54 UTC | CLUSTER | DEBUG | (pkg/config/setup/config.go:2230 in IsCloudProviderEnabled) | cloud_provider_metadata is set to [aws gcp azure alibaba oracle ibm] in agent configuration, trying endpoints for Alibaba Cloud Provider
2024-08-19 15:37:54 UTC | CLUSTER | DEBUG | (pkg/util/http/transport.go:144 in 1) | URL 'http://100.100.100.200/latest/meta-data/instance-id' matches no_proxy list item '100.100.100.200': not using any proxy
2024-08-19 15:37:54 UTC | CLUSTER | DEBUG | (pkg/util/cloudproviders/cloudfoundry/cloudfoundry.go:32 in GetHostAliases) | cloud_foundry is not enabled in the conf: no cloudfoudry host alias
2024-08-19 15:37:54 UTC | CLUSTER | DEBUG | (pkg/config/setup/config.go:2230 in IsCloudProviderEnabled) | cloud_provider_metadata is set to [aws gcp azure alibaba oracle ibm] in agent configuration, trying endpoints for AWS Cloud Provider
2024-08-19 15:37:54 UTC | CLUSTER | DEBUG | (pkg/util/http/transport.go:144 in 1) | URL 'http://169.254.169.254/latest/meta-data/instance-id' matches no_proxy list item '169.254.169.254': not using any proxy
2024-08-19 15:37:54 UTC | CLUSTER | DEBUG | (pkg/config/setup/config.go:2230 in IsCloudProviderEnabled) | cloud_provider_metadata is set to [aws gcp azure alibaba oracle ibm] in agent configuration, trying endpoints for Azure Cloud Provider
2024-08-19 15:37:54 UTC | CLUSTER | DEBUG | (pkg/util/http/transport.go:144 in 1) | URL 'http://169.254.169.254/metadata/instance/compute/vmId?api-version=2017-04-02&format=text' matches no_proxy list item '169.254.169.254': not using any proxy
2024-08-19 15:37:54 UTC | CLUSTER | DEBUG | (pkg/config/setup/config.go:2230 in IsCloudProviderEnabled) | cloud_provider_metadata is set to [aws gcp azure alibaba oracle ibm] in agent configuration, trying endpoints for GCP Cloud Provider
2024-08-19 15:37:54 UTC | CLUSTER | DEBUG | (pkg/util/http/transport.go:144 in 1) | URL 'http://169.254.169.254/computeMetadata/v1/instance/hostname' matches no_proxy list item '169.254.169.254': not using any proxy
2024-08-19 15:37:54 UTC | CLUSTER | DEBUG | (pkg/util/cloudproviders/cloudproviders.go:132 in func1) | No kubelet Host Alias: Kubernetes support not build: couldn't extract a host alias from the kubelet
2024-08-19 15:37:54 UTC | CLUSTER | DEBUG | (pkg/config/setup/config.go:2230 in IsCloudProviderEnabled) | cloud_provider_metadata is set to [aws gcp azure alibaba oracle ibm] in agent configuration, trying endpoints for Oracle Cloud Provider
2024-08-19 15:37:54 UTC | CLUSTER | DEBUG | (pkg/util/http/transport.go:144 in 1) | URL 'http://169.254.169.254/opc/v2/instance/id' matches no_proxy list item '169.254.169.254': not using any proxy
2024-08-19 15:37:54 UTC | CLUSTER | DEBUG | (pkg/config/setup/config.go:2230 in IsCloudProviderEnabled) | cloud_provider_metadata is set to [aws gcp azure alibaba oracle ibm] in agent configuration, trying endpoints for IBM Cloud Provider
2024-08-19 15:37:54 UTC | CLUSTER | DEBUG | (pkg/util/http/transport.go:144 in 1) | URL 'http://169.254.169.254/instance_identity/v1/token?version=2022-03-08' matches no_proxy list item '169.254.169.254': not using any proxy
2024-08-19 15:37:54 UTC | CLUSTER | DEBUG | (pkg/config/setup/config.go:2237 in IsCloudProviderEnabled) | cloud_provider_metadata is set to [aws gcp azure alibaba oracle ibm] in agent configuration, skipping Tencent Cloud Provider
2024-08-19 15:37:54 UTC | CLUSTER | DEBUG | (pkg/util/cloudproviders/cloudproviders.go:132 in func1) | No Tencent Host Alias: unable to get TencentCloud CVM instanceID: cloud provider is disabled by configuration
